"仅","jǐn","only, merely, solely, just"
"落","luò","fall, drop; net income, surplus"
"随","suí","follow, listen to, submit to"
"列","liè","a line; to arrange in order, classify"
"推","tuī","push, expel; push forward"
"众","zhòng","multitude, crowd; masses, public"
"案","àn","table, bench; legal case"
"划","huà","to row or paddle boat; to scratch"
"律","lǜ","statute, principle, regulation"
"态","tài","manner, bearing, attitude"
"验","yàn","test, examine, inspect; verify"
"责","zé","duty; responsibility; to reproach; to blame"
"够","gòu","enough, adequate"
"章","zhāng","composition; chapter, section"
"志","zhì","purpose, will, determination; annals"
"底","dǐ","bottom, underneath, underside"
"严","yán","strict, rigorous, rigid; stern"
"例","lì","precedent, example; regulation"
"族","zú","a family clan, ethnic group, tribe"
"供","gōng","supply, provide for; offer in worship"
"效","xiào","result, effect; effectiveness"
"续","xù","continue, carry on; succeed"
"紧","jǐn","tense, tight, taut; firm, secure"
"绝","jué","to cut, sever, break off, terminate"
"察","chá","examine, investigate; notice"
"母","mǔ","mother; female elders; female"
"批","pī","comment, criticize; wholesale"
"按","àn","put hand on, press down with hand"
"围","wéi","surround, encircle, corral"
"江","jiāng","large river; yangzi; surname"
"纪","jì","record, annal, historical account"
"举","jǔ","raise, lift up; recommend"
"父","fù","father; KangXi radical 88"
"密","mì","dense, thick, close; intimate"
"低","dī","low; to lower, hang, bend, bow"
"止","zhǐ","stop, halt, desist; detain"
"细","xì","fine, tiny; slender, thin"
"值","zhí","price"
"仍","réng","yet, still, as ever; again; keep -ing, continuing"
"破","pò","break, ruin, destroy; rout"
"倒","dào","fall over; lie down; take turns"
"职","zhí","duty, profession; office, post"
"速","sù","quick, prompt, speedy"
"否","fǒu","not, no, negative; final particle"
"毛","máo","hair, fur, feathers; coarse"
"甚","shén","great extent; considerably"
"普","pǔ","universal, general, widespread"
"弹","dàn","pellet, bullet, shot, shell"
"苦","kǔ","bitter; hardship, suffering"
"印","yìn","print, seal, stamp, chop, mark"
"预","yù","prepare, arrange; in advance"
"微","wēi","small, prefix micro-, trifling"
"继","jì","continue, maintain, carry on"
"惊","jīng","frighten, surprise, startle"
"伤","shāng","wound, injury; fall ill from"
"适","shì","go, reach; appropriate, suitable"
"省","shěng","province; save, economize"
"卫","wèi","guard, protect, defend"
"险","xiǎn","narrow pass, strategic point"
"排","pái","row, rank, line"
"福","fú","happiness, good fortune, blessing"
"警","jǐng","guard, watch; alert, alarm"
"获","huò","obtain, get, receive; seize"
"负","fù","load, burden; carry, bear"
"云","yún","say, speak; clouds"
"停","tíng","stop, suspend, delay; suitable"
"疑","yí","doubt, question, suspect"
"洲","zhōu","continent; island; islet"
"竟","jìng","finally, after all, at last"
"激","jī","arouse, excite, incite; quickly"
"演","yǎn","perform, put on; exercise"
"判","pàn","judge; discriminate; conclude"
"既","jì","already; de facto; since; then"
"积","jī","accumulate, store up, amass"
"富","fù","abundant, ample; rich, wealthy"
"占","zhàn","divine; observe; versify"
"修","xiū","study; repair; cultivate"
"降","jiàng","descend, fall, drop; lower, down"
"坚","jiān","hard, strong, firm; resolute"
"免","miǎn","spare; excuse from; evade"
"压","yā","press; oppress; crush; pressure"
"养","yǎng","raise, rear, bring up; support"
"怀","huái","bosom, breast; carry in bosom"
"乱","luàn","confusion, state of chaos, revolt"
"航","háng","sail; navigate; ship, boat"
"优","yōu","superior, excellent; actor"
"著","zhe","manifest; (Cant.) to wear"
"份","fèn","portion, part; duty"
"艺","yì","art; talent, ability; craft"
"概","gài","generally, approximately"
"敢","gǎn","to dare, venture; bold, brave"
"户","hù","door; family"
"洋","yáng","ocean, sea; foreign; western"
"款","kuǎn","item, article; clause; fund"
"评","píng","appraise, criticize, evaluate"
"座","zuò","seat; stand, base"
"释","shì","interprete, elucidate; release"
"景","jǐng","scenery, view; conditions"
"登","dēng","rise, mount, board, climb"
"货","huò","goods, commodities, products"
"互","hù","mutually, reciprocally"
"付","fù","give, deliver, pay, hand over; entrust"
"危","wēi","dangerous, precarious; high"
"讨","tǎo","to discuss; ask for, beg; demand; dun; marry"
"丽","lì","beautiful, magnificent, elegant"
"序","xù","series, serial order, sequence"
"永","yǒng","long, perpetual, eternal, forever"
"呼","hū","breathe sigh, exhale; call, shout"
"味","wèi","taste, smell, odor; delicacy"
"沙","shā","sand, gravel, pebbles; granulated"
"掉","diào","turn, move; shake, wag; drop down"
"杂","zá","mixed, blended; mix, mingle"
"误","wù","err, make mistake; interfere"
"减","jiǎn","decrease, subtract, diminish"
"肯","kěn","willing; consent to, permit"
"败","bài","be defeated, decline, fail"
"梦","mèng","dream; visionary; wishful"
"散","sàn","scatter, disperse, break up"
"温","wēn","lukewarm"
"困","kùn","to surround, beseige; to be surrounded; difficult"
"封","fēng","letter, envelope; feudal"
"缺","quē","be short of, lack; gap, deficit"
"恐","kǒng","fear; fearful, apprehensive"
"松","sōng","pine tree; fir tree"
"虑","lǜ","be concerned, worry about"
"幸","xìng","luck(ily), favor, fortunately"
"赶","gǎn","pursue, follow; expel, drive away"
"剧","jù","theatrical plays, opera, drama"
"叶","yè","to harmonize, to rhyme; to unite; (borrowed for) leaf"
"吸","xī","inhale, suck in; absorb; attract"
"呀","ya","particle used to express surprise or mild emphasis; (Cant.) slurred form of the number ten"
"顺","shùn","obey, submit to, go along with"
"输","shū","transport, carry, haul"
"招","zhāo","beckon, summon; recruit, levy"
"脱","tuō","take off"
"油","yóu","oil, fat, grease, lard; paints"
"材","cái","material, stuff; timber; talent"
"博","bó","gamble, play games; wide, broad"
"烟","yān","smoke, soot; opium; tobacco, cigarettes"
"授","shòu","give to, transmit; confer"
"禁","jìn","restrict, prohibit, forbid"
"孙","sūn","grandchild, descendent; surname"
"篇","piān","chapter, section, essay, article"
"遍","biàn","everywhere, all over, throughout"
"础","chǔ","foundation stone, plinth"
"翻","fān","flip over, upset, capsize"
"森","sēn","forest; luxuriant vegetation"
"默","mò","silent; quiet, still; dark"
"熟","shú","well-cooked; ripe; familiar with"
"伙","huǒ","companion, colleague; utensils"
"弄","nòng","do, play or fiddle with; alley"
"刀","dāo","knife; old coin; measure"
"窗","chuāng","window"
"醒","xǐng","wake up; sober up; startle"
"购","gòu","buy, purchase; hire"
"虎","hǔ","tiger; brave, fierce; surname"
"扬","yáng","scatter, spread; praise"
"毕","bì","end, finish, conclude; completed"
"尤","yóu","especially, particularly"
"竞","jìng","contend, vie, compete"
"弃","qì","reject, abandon, discard"
"麻","má","hemp, jute, flax; sesame"
"申","shēn","to state to a superior, report; extend; 9th terrestrial branch"
"售","shòu","sell"
"针","zhēn","needle; pin; tack; acupuncture"
"抱","bào","embrace, hold in arms, enfold"
"鼓","gǔ","drum; beat, top, strike"
"植","zhí","plant, trees, plants; grow"
"页","yè","page, sheet, leaf; rad. no. 181"
"折","zhé","break off, snap; bend"
"尊","zūn","respect, revere, venerate; honor"
"秀","xiù","ear of grain; flowering, luxuriant; refined, elegant, graceful"
"染","rǎn","dye; be contagious; infect"
"迷","mí","bewitch, charm, infatuate"
"诚","chéng","sincere, honest; true, real"
"彩","cǎi","hue, color; variegated colors"
"抽","chōu","draw out, pull out; sprout"
"浪","làng","wave; wasteful, reckless"
"丰","fēng","abundant, lush, bountiful, plenty"
"译","yì","translate; decode; encode"
"距","jù","at a distance of; distance; to be apart"
"符","fú","i.d. tag, tally, symbol, charm"
"勇","yǒng","brave, courageous, fierce"
"厅","tīng","hall, central room"
"拜","bài","do obeisance, bow, kowtow"
"巧","qiǎo","skillful, ingenious, clever"
"戴","dài","wear on top; support"
"童","tóng","child, boy, servant boy; virgin"
"乘","chéng","ride, ascend; avail oneself of; numerary adjunct for vehicles"
"挂","guà","hang, suspend; suspense"
"奖","jiǎng","prize, reward; give award to"
"厚","hòu","thick; substantial; greatly"
"镜","jìng","mirror; lens; glass; glasses"
"烦","fán","bother, vex, trouble; troublesome"
"签","qiān","sign, endorse; slip of paper"
"牌","pái","signboard, placard"
"咱","zán","we, us"
"奋","fèn","strive, exert effort; arouse"
"播","bō","sow, spread; broadcast; cast away, reject"
"桥","qiáo","bridge; beam, crosspiece"
"寒","hán","cold, wintry, chilly"
"聚","jù","assemble, meet together, collect"
"袋","dài","pocket, bag, sack, pouch"
"暂","zàn","temporary"
"估","gū","merchant; estimate, guess, presume"
"拒","jù","ward off with hand, defend"
"忆","yì","remember, reflect upon; memory"
"闹","nào","quarrel; dispute hotly"
"厉","lì","whetstone; grind, sharpen; whet"
"穷","qióng","poor, destitute, impoverished"
"码","mǎ","number, numerals; yard; symbol"
"偶","ǒu","accidentally, coincidently; an idol"
"稍","shāo","little, slightly; rather"
"矿","kuàng","mine; mineral, ore"
"抬","tái","lift, carry"
"倍","bèi","times, fold, multiple times"
"污","wū","filthy, dirty, impure, polluted"
"耐","nài","endure, bear; resist; patient"
"粗","cū","rough, thick, course; rude"
"悉","xī","know, learn about, comprehend"
"详","xiáng","detailed, complete, thorough"
"允","yǔn","to grant, to allow, to consent"
"剩","shèng","leftovers, residue, remains"
"漫","màn","overflow of water; spreading"
"酸","suān","tart, sour; acid; stiff; spoiled"
"辛","xīn","bitter; toilsome, laborious; 8th heavenly stem"
"餐","cān","eat, dine; meal; food"
"挺","tǐng","to stand upright, straighten; rigid"
"励","lì","strive; encourage"
"键","jiàn","door bolt, lock bolt; key"
"扰","rǎo","disturb, annoy, agitate"
"阅","yuè","examine, inspect, review, read"
"汗","hàn","perspiration, sweat"
"骗","piàn","swindle, cheat out of, defraud"
"龄","líng","age; years"
"惜","xī","pity, regret, rue, begrudge"
"仔","zǐ","small thing, child; young animal"
"俩","liǎ","two, pair"
"籍","jí","record, register, list; census"
"凉","liáng","cool, cold; disheartened"
"貌","mào","countenance, appearance"
"猜","cāi","guess, conjecture, suppose; feel"
"怜","lián","pity, sympathize"
"躺","tǎng","lie down, recline"
"钢","gāng","steel; hard, strong, tough"
"寄","jì","send, transmit, mail; rely on"
"汤","tāng","hot water; soup, gravy, broth"
"肥","féi","fat, plump, obese; fertile"
"尝","cháng","taste; experience, experiment"
"厌","yàn","dislike, detest, reject; satiate"
"脏","zàng","internal organs, viscera; dirty"
"幽","yōu","quiet, secluded, tranquil; dark"
"丢","diū","discard"
"泉","quán","spring, fountain; wealth, money"
"祝","zhù","pray for happiness or blessings"
"陪","péi","accompany, be with, keep company"
"贺","hè","congratulate; send present"
"琴","qín","Chinese lute or guitar"
"恼","nǎo","angered, filled with hate"
"敲","qiāo","strike, beat, pound, hammer; rap"
"暖","nuǎn","warm, genial"
"糖","táng","sugar; candy; sweets"
"擦","cā","wipe, scrub, rub, scour; brush"
"肤","fū","skin; superficial, shallow"
"肚","dù","belly; abdomen; bowels"
"赢","yíng","win; surplus, gain, profit"
"址","zhǐ","site, location, land for house"
"悔","huǐ","repent, show remorse, regret"
"邀","yāo","invite, welcome; meet, intercept"
"羽","yǔ","feather, plume; wings; rad. 124"
"盐","yán","salt"
"傅","fù","tutor, teacher; assist; surname"
"帅","shuài","commander, commander-in-chief"
"扔","rēng","throw, hurl; throw away, cast"
"傲","ào","proud, haughty, overbearing"
"拾","shí","pick up, collect, tidy up; accounting form of the numeral ten"
"填","tián","fill in, fill up; make good"
"扮","bàn","dress up; dress up as"
"愉","yú","pleasant, delightful; please"
"慕","mù","long for, desire; admire"
"秒","miǎo","beard of grain or corn; a second"
"塑","sù","model in clay, sculpt; plastics"
"羞","xiū","disgrace, shame; ashamed; shy"
"盒","hé","small box or case; casket"
"棵","kē","numerary adjunct for trees"
"谅","liàng","excuse, forgive; guess, presume"
"葡","pú","grapes"
"厨","chú","kitchen; closet; cupboard"
"鸭","yā","duck; Anas species (various)"
"谊","yì","friendship; appropriate, suitable"
"歉","qiàn","deficient, lacking, insufficient"
"赚","zhuàn","make money, earn; gain, profit"
"萄","táo","grapes"
"脾","pí","spleen, pancreas; disposition"
"懒","lǎn","lazy, languid, listless"
"骄","jiāo","spirited horse; haughty"
"聘","pìn","engage, employ; betroth"
"巾","jīn","kerchief; towel; turban; KangXi radical number 50"
"堵","dǔ","wall; stop, prevent; stop up"
"棒","bàng","stick, club, truncheon; hit"
"硕","shuò","great, eminent; large, big"
"戚","qī","relative; be related to; sad"
"笨","bèn","foolish, stupid, dull; awkward"
"泼","pō","pour, splash, water, sprinkle"
"郊","jiāo","suburbs; waste land, open spaces"
"饼","bǐng","rice-cakes, biscuits"
"咳","hāi","cough"
"桶","tǒng","pail, bucket, tub; cask, keg"
"辣","là","peppery, pungent, hot; cruel"
"膊","bó","shoulders, upper arms"
"趟","tàng","time, occasion; take journey"
"匙","shi","spoon; surname"
"钥","yào","key; lock"
"胳","gē","armpit, arms"
"咸","xián","together; all, completely; united"
"汁","zhī","juice, liquor, fluid, sap, gravy, sauce"
"垃","lā","garbage, refuse, waste"
"烤","kǎo","bake, roast, toast, cook"
"圾","jī","garbage, rubbish; shaking; danger"
"逛","guàng","ramble, stroll, roam, wander"
"膏","gāo","grease, fat; paste, ointment"
"羡","xiàn","envy, admire; praise; covet"
"暑","shǔ","hot"
"嗽","sòu","cough, gargle, clear throat"
"橡","xiàng","chestnut oak; rubber tree; rubber"
"厕","cè","mingle with; toilet, lavatory"
"袜","wà","socks, stockings"
"勺","sháo","spoon, ladle; unit of volume"
"柿","shì","persimmon"
"乒","pīng","used with pong for ping pong"
"乓","pāng","used with ping for ping pong"
"饺","jiǎo","stuffed dumplings"
