"侠","xiá","chivalrous person; knight-errant"
"侧","cè","side; incline, slant, lean"
"债","zhài","debt, loan, liabilities"
"融","róng","melt, fuse; blend, harmonize"
"纵","zòng","indulge in, give free reign to"
"障","zhàng","separate; shield; barricade"
"讯","xùn","inquire; ask; examine; reproach"
"涉","shè","ford stream, wade across"
"刊","kān","publication, periodical; publish"
"爆","bào","crackle, pop, burst, explode"
"乌","wū","crow, rook, raven; black, dark"
"役","yì","service; a servant, laborer; to serve"
"患","huàn","suffer, worry about; suffering"
"仙","xiān","Taoist super-being, transcendent, immortal"
"症","zhèng","disease, illness, ailment"
"倾","qīng","upset, pour out, overflow"
"陷","xiàn","submerge, sink, plunge; trap"
"轰","hōng","rumble, explosion, blast"
"撤","chè","omit; remove; withdraw"
"疾","jí","illness, disease, sickness; to hate"
"缘","yuán","hem, margin; reason, cause; fate"
"杜","dù","stop, prevent; restrict; surname"
"仪","yí","ceremony, rites gifts; admire"
"奔","bēn","run fast, flee; rush about; run"
"珠","zhū","precious stone, gem, jewel, pearl"
"驻","zhù","to be stationed at, reside at; to stop"
"孔","kǒng","opening, hole, orifice; great"
"翼","yì","wings; fins on fish; shelter"
"叹","tàn","sigh, admire"
"愈","yù","more and more, even more"
"罢","bà","cease, finish, stop; give up"
"径","jìng","narrow path; diameter; direct"
"恰","qià","just, exactly, precisely; proper"
"捕","bǔ","arrest, catch, seize"
"裂","liè","split, crack, break open; rend"
"泰","tài","great, exalted, superior; big"
"尖","jiān","sharp, pointed, acute, keen"
"忠","zhōng","loyalty, devotion, fidelity"
"炎","yán","flame, blaze; hot"
"荒","huāng","wasteland, desert; uncultivated"
"横","héng","across"
"孤","gū","orphan, fatherless; solitary"
"胞","bāo","womb, placenta, fetal membrane"
"魂","hún","soul, spirit"
"洪","hóng","vast, immense; flood, deluge"
"津","jīn","ferry; saliva; ford"
"晓","xiǎo","dawn, daybreak; clear, explicit"
"仁","rén","humaneness, benevolence, kindness"
"贫","pín","poor, impoverished, needy"
"赖","lài","rely, depend on; accuse falsely"
"仰","yǎng","raise the head to look; look up to, rely on, admire"
"艇","tǐng","small boat, dugout, punt"
"凶","xiōng","culprit; murder; bad, sad"
"署","shǔ","public office"
"御","yù","drive, ride; chariot; manage"
"奉","fèng","offer; receive; serve; respect"
"旋","xuán","revolve, move in orbit; return"
"晨","chén","early morning, daybreak"
"伏","fú","crouch, crawl, lie hidden, conceal"
"隆","lóng","prosperous, plentiful, abundant"
"奴","nú","slave, servant"
"丧","sàng","mourning; mourn; funeral"
"渡","dù","cross, ferry over; ferry"
"旗","qí","banner, flag, streamer"
"甘","gān","sweetness; sweet, tasty"
"扎","zhā","pull up; pierce; struggle free"
"梁","liáng","bridge; beam; rafters; surname"
"皆","jiē","all, every, everybody"
"宙","zhòu","time as concept; infinite time"
"岩","yán","cliff; rocks; mountain"
"荡","dàng","pond, pool; wash away, cleanse"
"蒂","dì","peduncle or stem of plants"
"井","jǐng","well, mine shaft, pit"
"壮","zhuàng","big, large; robust; name of tribe"
"殖","zhí","breed, spawn; increase; prosper"
"霍","huò","quickly, suddenly; surname"
"撒","sā","release, cast away, let go; disperse; relax"
"液","yè","sap, juice, liquid, fluid"
"番","fān","to take turns; a turn, a time; to repeat"
"郎","láng","gentleman, young man; husband"
"忧","yōu","sad, grieved; grief, melancholy"
"浮","fú","to float, drift, waft; to exceed; superfluous"
"艘","sōu","counter for ships, vessels"
"伍","wǔ","five, company of five; troops"
"峰","fēng","peak, summit; hump of camel"
"黎","lí","surname; numerous, many; black"
"贯","guàn","a string of 1000 coins; to go through"
"侦","zhēn","spy, reconnoiter; detective"
"券","quàn","certificate, ticket; title deeds"
"崇","chóng","esteem, honor, revere, venerate"
"宪","xiàn","constitution, statute, law"
"慈","cí","kind, charitable, benevolent"
"枝","zhī","branches, limbs; branch off"
"拖","tuō","drag, tow, haul; delay, prolong"
"墨","mò","ink; writing"
"箭","jiàn","arrow; type of bamboo"
"泥","ní","mud, mire; earth, clay; plaster"
"粉","fěn","powder, face powder; plaster"
"氏","shì","clan, family; mister"
"拔","bá","uproot, pull out"
"愤","fèn","resent, hate; indignant"
"扑","pū","pound, beat, strike; attack"
"驱","qū","spur a horse on; expel, drive away"
"掩","yǎn","to cover (with the hand); shut, conceal; ambush"
"尸","shī","corpse; to impersonate the dead; to preside; KangXi radical 44"
"堡","bǎo","fort, fortress; town, village"
"储","chǔ","save money, store, reserve; heir"
"桑","sāng","mulberry tree; surname"
"惨","cǎn","sad, pitiful, wretched; cruel"
"洁","jié","clean, purify, pure"
"踪","zōng","footprints, traces, tracks"
"勃","bó","suddenly, sudden, quick"
"仇","chóu","enemy, hate, hatred, enmity"
"磨","mó","grind; polish; rub; wear out; a millstone"
"拟","nǐ","draft; intend, plan, propose"
"奏","zòu","memorialize emperor; report"
"巡","xún","patrol, go on circuit, cruise"
"剂","jì","medicinal preparation"
"坡","pō","slope, bank, hillside"
"截","jié","cut off, stop, obstruct, intersect"
"焦","jiāo","burned, scorched; anxious, vexed"
"殿","diàn","hall; palace; temple"
"伪","wěi","false, counterfeit, bogus"
"逼","bī","compel, pressure, force; bother"
"颇","pō","lean one side; very, rather"
"昏","hūn","dusk, nightfall, twilight, dark"
"呈","chéng","submit, show; appear; petition"
"牧","mù","tend cattle, shepherd"
"牲","shēng","sacrificial animal; animal"
"佳","jiā","good, auspicious; beautiful; delightful"
"稿","gǎo","draft, manuscript, rough copy"
"腹","fù","stomach, belly, abdomen; inside"
"跌","diē","stumble, slip, fall down; stamp"
"垂","chuí","let down; suspend, hand; down"
"脉","mài","blood vessels, veins, arteries"
"狱","yù","prison, jail; case; lawsuit"
"惑","huò","confuse, mislead, baffle; doubt"
"陶","táo","pottery, ceramics"
"兽","shòu","beast, animal; bestial"
"帐","zhàng","tent; screen, mosquito net"
"昌","chāng","light of sun; good, proper"
"铺","pù","shop, store; place sleep, bed"
"惧","jù","fear, be afraid of, dread"
"盗","dào","rob, steal; thief, bandit"
"辉","huī","brightness, luster, brilliance"
"扣","kòu","knock, strike, rap, tap; button"
"嘛","ma","final exclamatory particle"
"董","dǒng","direct, supervise; surname"
"迁","qiān","move, shift, change; transfer; relocate a capital city"
"凝","níng","coagulate; congeal; freeze"
"腾","téng","fly; gallop; run; prance; rise"
"埋","mái","bury, secrete, conceal"
"涌","yǒng","surge up, bubble up, gush forth"
"辖","xiá","linchpin of wheel; control"
"晋","jìn","advance, increase; promote"
"狠","hěn","vicious, cruel; severely, extreme"
"鉴","jiàn","mirror, looking glass; reflect"
"械","xiè","weapons; implements, instruments"
"赤","chì","red; scarlet; bare; naked"
"割","gē","cut, divide, partition; cede"
"揭","jiē","raise, lift up; surname"
"悟","wù","to apprehend, realize, become aware"
"锋","fēng","point of spear, sharp point"
"祥","xiáng","good luck, good omen; happiness"
"阔","kuò","broad, ample, wide; be apart"
"誉","yù","fame, reputation; praise"
"筹","chóu","chip, tally, token; raise money"
"丛","cóng","bush, shrub; thicket; collection"
"牵","qiān","drag, pull, lead by hand"
"鸣","míng","cry of bird or animal; make sound"
"旨","zhǐ","purpose, aim; excellent"
"袖","xiù","sleeve; put something in sleeve"
"猎","liè","hunt; field sports"
"臂","bì","arm"
"柱","zhù","pillar, post; support; lean on"
"抛","pāo","throw (away)"
"牢","láo","prison; stable, pen; secure"
"逊","xùn","humble, modest; yield"
"迈","mài","take a big stride; pass by"
"欺","qī","cheat, double-cross, deceive"
"衰","shuāi","decline, falter, decrease; weaken"
"诱","yòu","persuade, entice, induce; guide"
"狼","láng","wolf"
"仗","zhàng","rely upon; protector; fight; war, weaponry"
"粒","lì","grain; small particle"
"遥","yáo","far away, distant, remote"
"抚","fǔ","pat, console, comfort; pacify"
"纠","jiū","investigate, inspect"
"钻","zuān","drill, bore; pierce; diamond"
"晶","jīng","crystal; clear, bright; radiant"
"岂","qǐ","how? what?"
"峡","xiá","gorge, strait, ravine; isthmus"
"苍","cāng","blue; green"
"耗","hào","consume, use up; waste, squander"
"菌","jūn","mushroom; germ, microbe"
"粹","cuì","pure; unadulterated; select"
"扁","biǎn","flat; tablet, signboard"
"循","xún","obey, comply with, follow"
"赋","fù","tax; give; endow; army; diffuse"
"抑","yì","press down, repress; curb, hinder"
"哀","āi","sad, mournful, pitiful; pity"
"踏","tà","step on, trample, tread on, walk"
"恒","héng","constant, regular, persistent"
"纽","niǔ","knot; button; handle, knob; tie"
"纹","wén","line, streak, stripe; wrinkle"
"渔","yú","to fish; seize; pursue; surname"
"磁","cí","magnetic; magnetism; porcelain"
"铜","tóng","copper, brass, bronze"
"跨","kuà","straddle, bestride, ride; carry"
"怖","bù","terror, fear; frighten; terrified"
"叛","pàn","rebel; rebellion; rebellious"
"遣","qiǎn","send, dispatch; send off, exile"
"弥","mí","extensive, full; fill; complete"
"稀","xī","rare, unusual, scarce; sparse"
"捷","jié","win, victory, triumph"
"疫","yì","epidemic, plague, pestilence"
"肿","zhǒng","swell; swollen; swelling"
"削","xuē","scrape off, pare, trim"
"岗","gǎng","post; position"
"晃","huǎng","bright, dazzling; to sway, shake"
"吞","tūn","swallow; absorb, annex, engulf"
"宏","hóng","wide, spacious, great, vast"
"癌","ái","cancer; marmoset"
"隶","lì","subservient; servant; KangXi radical 171"
"履","lǚ","footwear, shoes; walk on, tread"
"耀","yào","shine, sparkle, dazzle; glory"
"扭","niǔ","turn, twist, wrench; seize, grasp"
"坛","tán","altar; arena, examination hall"
"拨","bō","move; dispel; distribute"
"沃","wò","water, irrigate; fertile, rich"
"绘","huì","draw, sketch, paint"
"伐","fá","cut down, subjugate, attack"
"堪","kān","adequately capable of, worthy of"
"牺","xī","sacrifice, give up; sacrificial"
"墓","mù","grave, tomb"
"雇","gù","employ, to hire"
"廉","lián","upright, honorable, honest"
"惩","chéng","punish, reprimand; warn"
"捉","zhuō","grasp, clutch; catch, seize"
"覆","fù","cover; tip over; return; reply"
"劫","jié","take by force, coerce; disaster"
"嫌","xián","hate, detest; suspect; criticize"
"闷","mèn","gloomy, depressed, melancholy"
"乳","rǔ","breast, nipples; milk, suckle"
"串","chuàn","string; relatives; conspire"
"娃","wá","baby; doll; pretty girl"
"缴","jiǎo","deliver, submit; hand over"
"唤","huàn","call"
"霸","bà","rule by might rather than right"
"妥","tuǒ","satisfactory, appropriate"
"搭","dā","join together, attach to; add to"
"赴","fù","go to; attend, be present"
"岳","yuè","mountain peak; surname"
"舱","cāng","hold of ship; cabin"
"庞","páng","disorderly, messy; huge, big"
"耕","gēng","plow, cultivate"
"锐","ruì","sharp, keen, acute, pointed"
"缝","fèng","sew, mend"
"宅","zhái","residence, dwelling, home; grave"
"斥","chì","to scold, upbraid, accuse, reproach"
"添","tiān","append, add to; increase"
"挖","wā","dig, dig out, gouge out, scoop"
"呵","ā","scold; laughing sound; yawn"
"讼","sòng","accuse; argue, dispute; litigate"
"氧","yǎng","oxygen"
"酷","kù","strong, stimulating; very"
"掠","lüè","rob, ransack, plunder; pass by"
"祸","huò","misfortune, calamity, disaster"
"贪","tān","be greedy, covet; covetous"
"悬","xuán","hang, suspend, hoist; be hung"
"唇","chún","lips"
"仓","cāng","granary; berth; sea"
"轨","guǐ","track, rut, path"
"枚","méi","stalk of shrub, trunk of tree"
"庙","miào","temple, shrine; imperial court"
"屏","píng","folding screen, shield"
"寺","sì","court, office; temple, monastery"
"愚","yú","stupid, doltish, foolish"
"疏","shū","neglect; careless, lax"
"颤","chàn","shiver, tremble; trembling"
"寸","cùn","inch; small, tiny; KangXi radical 41"
"盯","dīng","rivet gaze upon, keep eyes on"
"辱","rǔ","humiliate, insult, abuse"
"辨","biàn","distinguish, discriminate"
"哦","ó","oh? really? is that so?"
"腔","qiāng","chest cavity; hollow in body"
"郁","yù","sweet smelling, rich in aroma; (Cant.) to move, hit"
"溃","kuì","flooding river; militarily defeat"
"忌","jì","jealous, envious; fear"
"溜","liū","slide, glide, slip; slippery"
"笼","lóng","cage; cage-like basket"
"丘","qiū","hill; elder; empty; a name"
"滋","zī","grow, multiply, increase; thrive"
"壳","ké","casing, shell, husk"
"痕","hén","scar; mark; trace"
"穴","xué","cave, den, hole; KangXi radical 116"
"卓","zhuō","profound, brilliant, lofty"
"贤","xián","virtuous, worthy, good; able"
"膜","mó","membrane; to kneel and worship"
"毅","yì","resolute, decisive, firm, persist"
"锦","jǐn","brocade, tapestry; embroidered"
"茫","máng","vast, boundless, widespread"
"昂","áng","rise, raise; proud, bold; upright"
"皱","zhòu","wrinkles, creases, folds"
"舌","shé","tongue; clapper of bell; KangXi radical 135"
"剥","bō","peel"
"窝","wō","nest; cave, den; hiding place"
"携","xié","lead by hand, take with; carry"
"陵","líng","hill, mound; mausoleum"
"哼","hēng","hum; sing softly; groan, moan; (Cant.) an interjecting indicating disapproval"
"棉","mián","cotton; cotton padded"
"饲","sì","raise animals; feed; nourish"
"逆","nì","disobey, rebel; rebel, traitor"
"喘","chuǎn","pant, gasp, breathe heavily"
"罩","zhào","basket for catching fish; cover"
"炉","lú","fireplace, stove, oven, furnace"
"胎","tāi","unborn child, embryo, fetus"
"蓄","xù","store, save, hoard, gather"
"竭","jié","put forth great effort; exhaust"
"浑","hún","muddy, turbid; blend, merge, mix"
"悦","yuè","pleased, contented, gratified"
"诞","dàn","bear children, give birth; birth"
"泡","pào","bubbles, suds; blister; soak"
"贼","zéi","thief, traitor; kill"
"亭","tíng","pavilion; erect"
"酬","chóu","toast; reward, recompense"
"儒","rú","Confucian scholar"
"泄","xiè","leak; vent; flow; reveal"
"杆","gān","pole; shaft of spear"
"挨","āi","near, close by, next to, towards, against; to wait; to lean on"
"吟","yín","sing, hum; recite; type of poetry"
"狭","xiá","narrow, limited; narrow-minded"
"肖","xiào","look like, resemble, be like"
"霞","xiá","rosy clouds"
"驳","bó","varicolored, variegated; mixed"
"裕","yù","abundant, rich, plentiful"
"顽","wán","obstinate, stubborn; recalcitrant"
"畜","chù","livestock, domestic animals"
"咽","yàn","throat; pharynx"
"勾","gōu","hook, join, connect; entice"
"疆","jiāng","boundary, border, frontier"
"赌","dǔ","bet, gamble, wager; compete"
"畏","wèi","fear, dread, awe, reverence"
"泊","pō","anchor vessel; lie at anchor"
"肺","fèi","lungs"
"缠","chán","wrap, wind around; tie, bind"
"瞪","dèng","stare at"
"吊","diào","condole, mourn, pity; hang"
"斑","bān","mottled, striped, freckle"
"涛","tāo","large waves"
"俘","fú","prisoner of war; take as prisoner"
"卑","bēi","humble, low, inferior; despise"
"葬","zàng","bury, inter"
"铭","míng","inscribe, engrave"
"蛮","mán","barbarians; barbarous, savage"
"歧","qí","fork of road; branching off"
"廊","láng","corridor, porch, veranda"
"灌","guàn","pour; water; irrigate, flood"
"勉","miǎn","endeavor, make effort; urge"
"盲","máng","blind; unperceptive, shortsighted"
"宰","zǎi","to slaughter; to rule"
"啥","shà","what?"
"胀","zhàng","swell, inflate, expand"
"扯","chě","rip up, tear down; raise; haul"
"辽","liáo","distant, far"
"抹","mǒ","smear, apply, wipe off, erase"
"筒","tǒng","thick piece of bamboo; pipe"
"朴","pǔ","simple, unadorned; sincere; surname; a tree"
"咐","fù","instruct, order"
"誓","shì","swear, pledge; oath"
"喉","hóu","throat, gullet, larynx; guttural"
"妄","wàng","absurd, foolish, reckless; false"
"拘","jū","restrain, seize, detain"
"驰","chí","go quickly or swiftly; hurry"
"栏","lán","railing, balustrade; animal pan"
"逝","shì","pass away; die"
"窃","qiè","secretly, stealthily; steal; thief"
"纤","xiān","fine, delicate; minute; graceful"
"盈","yíng","fill; full, overflowing; surplus"
"瞬","shùn","wink, blink; in a wink, a flash"
"婴","yīng","baby, infant; bother"
"颈","jǐng","neck, throat"
"倘","tǎng","if, supposing, in event of"
"蔽","bì","cover, hide, conceal; shelter"
"畅","chàng","smoothly, freely, unrestrained"
"赠","zèng","give present; bestow, confer"
"跪","guì","kneel"
"颠","diān","top, peak, summit; upset"
"遮","zhē","cover, shield, protect"
"吁","xū","sh; hush; to implore"
"辟","pì","law, rule; open up, develop"
"瘤","liú","tumor, lump, goiter"
"嫂","sǎo","older brother's wife; sister-in-law"
"框","kuāng","frame; framework; door frame"
"钦","qīn","respect, admire; respectful"
"庸","yōng","usual, common, ordinary, mediocre"
"吼","hǒu","roar, shout; bark, howl"
"摊","tān","spread out, open; apportion"
"嘱","zhǔ","order, tell, instruct, leave word"
"衷","zhōng","inner feelings"
"娇","jiāo","seductive and loveable; tender"
"讶","yà","express surprise, be surprised"
"耸","sǒng","urge on; rise up; stir, excite"
"摧","cuī","destroy, break, injure"
"薪","xīn","fuel, firewood; salary"
"淋","lín","drip, soak, drench; perfectly"
"耻","chǐ","shame, humiliation; ashamed"
"饥","jī","hunger, starving; hungry; a famine"
"崩","bēng","rupture, split apart, collapse"
"逢","féng","come upon, happen meet; flatter"
"撑","chēng","prop up, support; brace"
"翔","xiáng","soar, glide, hover; detailed"
"枯","kū","dried out, withered, decayed"
"凑","còu","piece together, assemble"
"溪","xī","mountain stream, creek"
"蠢","chǔn","wriggle; stupid; silly; fat"
"阐","chǎn","explain, clarify, elucidate"
"旺","wàng","prosper; prosperous; increase"
"碑","bēi","stone tablet; gravestone"
"挪","nuó","move, shift on one side"
"脂","zhī","fat, grease, lard; grease"
"谎","huǎng","lie"
"慨","kǎi","sigh, regret; generous"
"掘","jué","dig, excavate; excavate cave"
"逮","dǎi","seize, catch; reach, arrive"
"掏","tāo","take out; pull out; clean out"
"晰","xī","clear, evident; clearly"
"罕","hǎn","rare, scarce; surname"
"挽","wǎn","pull; pull back, draw back"
"舟","zhōu","boat, ship; KangXi radical 137"
"骚","sāo","harass, bother, annoy, disturb"
"拓","tà","expand; open up; support or push"
"坑","kēng","pit, hole; bury, trap; harry"
"兆","zhào","omen; million; mega; also trillion. China = million; Japan and Taiwan = trillion"
"崖","yá","cliff, precipice; precipitous"
"刹","shā","temple, shrine, monastary"
"芒","máng","Miscanthus sinensis"
"筋","jīn","muscles; tendons"
"棍","gùn","stick, cudgel; scoundrel"
"钩","gōu","hook, barb; sickle; stroke with"
"嚷","rǎng","shout, brawl, make uproar, cry"
"弦","xián","string; hypotenuse, crescent"
"焰","yàn","flame, blaze; glowing, blazing"
"耍","shuǎ","frolic, play, amuse, play with"
"俯","fǔ","bow down, face down, look down"
"愣","lèng","be in a daze"
"饶","ráo","bountiful, abundant, plentiful"
"钉","dīng","nail, spike; pursue closely"
"叠","dié","pile; be piled up; fold up"
"惹","rě","irritate, vex, offend, incite"
"喻","yù","metaphor, analogy; example; like"
"谱","pǔ","list, table; musical score"
"煌","huáng","bright, shining, luminous"
"溶","róng","to melt, dissolve; overflowing with"
"坠","zhuì","fall down, drop, sink, go to ruin"
"滥","làn","flood, overflow; excessive"
"瓷","cí","crockery, porcelain, chinaware"
"浴","yù","bathe, wash; bath"
"屁","pì","break wind; fart; buttocks"
"漆","qī","varnish, lacquer, paint"
"巢","cháo","nest, living quarter in tree"
"吩","fēn","order, command, instruct"
"啸","xiào","roar, howl, scream; whistle"
"滞","zhì","block up, obstruct; stagnant"
"膝","xī","knee"
"茂","mào","thick, lush, dense; talented"
"恕","shù","forgive, excuse, show mercy"
"渠","qú","ditch, canal, channel, gutter"
"辰","chén","early morning; 5th terrestrial branch"
"舶","bó","large, ocean-going vessel"
"颁","bān","confer, bestow; publish, promulgate"
"袍","páo","long gown, robe, cloak"
"嘲","cháo","ridicule, deride, scorn, jeer at"
"衔","xián","bit; hold in mouth, bite; gag"
"倦","juàn","be tired of, weary"
"涵","hán","soak, wet; tolerate, be lenient"
"雀","què","sparrow"
"僵","jiāng","stiff and motionless, stock still"
"肢","zhī","human limbs; animal feet"
"垄","lǒng","grave, mound; ridge in field"
"侨","qiáo","sojourn, lodge"
"舆","yú","cart, palanquin, sedan chair"
"弊","bì","evil, wrong, bad; criminal"
"凄","qī","bitter cold, miserable, dreary"
"捧","pěng","hold up in two hands"
"浸","jìn","soak, immerse, dip, percolate"
"砖","zhuān","tile, brick"
"蒸","zhēng","steam; evaporate"
"陡","dǒu","steep, sloping; abruptly, sudden"
"哑","yǎ","dumb, mute; become hoarse"
"坟","fén","grave, mound; bulge; bulging"
"眨","zhǎ","wink"
"搏","bó","seize; spring upon; strike"
"拢","lǒng","collect, bring together"
"昧","mèi","obscure, dark; darken"
"擅","shàn","monopolize; claim; arbitrarily; to dare"
"爽","shuǎng","happy, cheerful; refreshing"
"搁","gē","place, put, lay down; delay"
"雌","cí","female; feminine; gentle, soft"
"哨","shào","whistle, blow whistle; chirp"
"巩","gǒng","bind; firm, secure, strong"
"昔","xī","formerly; ancient; in beginning"
"谬","miù","error, exaggeration; erroneous"
"谍","dié","an intelligence report; to spy; spying"
"媳","xí","daughter-in-law"
"冤","yuān","grievance, injustice, wrong"
"鸦","yā","crow; Corvus species (various)"
"蓬","péng","type of raspberry; fairyland"
"巷","xiàng","alley, lane"
"栽","zāi","to cultivate, plant; to care for plants"
"沾","zhān","moisten, wet, soak; touch"
"诈","zhà","cheat, defraud, swindle; trick"
"瞒","mán","deceive, lie; eyes half-closed"
"纺","fǎng","spin, reel, weave; reeled pongee"
"罐","guàn","jar, jug, pitcher, pot"
"壤","rǎng","soil, loam, earth; rich"
"颂","sòng","laud, acclaim; hymn; ode"
"膨","péng","to swell; swollen, bloated, inflated"
"谐","xié","harmonize, agree; joke, jest"
"隙","xì","crack, split, fissure; grudge"
"绑","bǎng","bind, tie, fasten"
"嘿","hēi","be silent, be quiet"
"挫","cuò","push down; chop down; grind"
"辐","fú","spokes of wheel"
"乞","qǐ","beg; request"
"哇","wa","vomit; cry of an infant"
"绣","xiù","embroider; embroidery; ornament"
"杖","zhàng","cane, walking stick"
"衍","yǎn","overflow, spill over, spread out"
"攀","pān","climb; pull; hang on to"
"譬","pì","metaphor, simile, example"
"肆","sì","indulge; excess; numeral four; particle meaning now, therefore; shop"
"泣","qì","cry, sob, weep"
"屡","lǚ","frequently, often, again and again"
"躁","zào","tense, excited, irritable"
"椎","chuí","hammer, mallet; vertebra"
"砸","zá","smash, crush, break; pound, mash"
"帆","fān","sail; boat"
"窜","cuàn","run away; revise, edit; expel"
"丸","wán","small round object; pellet, pill"
"斩","zhǎn","cut, chop, sever; behead"
"堤","dī","dike"
"塌","tā","fall in ruins, collapse"
"贩","fàn","peddler, hawker, street merchant"
"掀","xiān","lift, raise; stir"
"谜","mí","riddle, conundrum; puzzle"
"捏","niē","pick with fingers; knead; mold"
"滨","bīn","beach, sea coast; river bank"
"虏","lǔ","to capture, imprison, seize; a prison"
"卸","xiè","lay down; retire from office"
"沼","zhǎo","lake, fishpond, swamps"
"株","zhū","numerary adjunct for trees; root"
"剖","pōu","split in two, slice; dissect"
"劈","pī","cut apart, split, chop"
"哗","huā","rushing sound; gush forward"
"怯","qiè","lacking in courage, afraid"
"沫","mò","froth, foam, bubbles, suds"
"竖","shù","perpendicular, vertical; erect"
"峻","jùn","high, steep, towering; stern"
"捞","lāo","scoop out of water; dredge, fish"
"鄙","bǐ","mean; low"
"魄","pò","vigor; body; dark part of moon"
"兜","dōu","pouch"
"哄","hōng","coax; beguile, cheat, deceive"
"颖","yǐng","rice tassel; sharp point; clever"
"屑","xiè","bits, scraps, crumbs, fragments"
"蚁","yǐ","ants"
"渗","shèn","soak through, infiltrate"
"秃","tū","bald"
"旱","hàn","drought; dry; dry land"
"谴","qiǎn","reprimand, scold, abuse"
"稻","dào","rice growing in field, rice plant"
"铸","zhù","melt, cast; coin, mint"
"恍","huǎng","seemingly; absent-minded"
"贬","biǎn","decrease, lower; censure, criticize"
"烛","zhú","candle, taper; shine, illuminate"
"朽","xiǔ","decayed, rotten; rot, decay"
"佣","yōng","commission fee"
"碌","lù","rough, uneven, rocky; mediocre"
"迄","qì","extend, reach; until; till"
"绅","shēn","girdle; tie, bind; gentry"
"榜","bǎng","placard; list of successful exam candidates"
"诵","sòng","recite, chant, repeat"
